Model,Composite_Score_4
R1203TS006_3,31.526220833862414
R1203TS028_3,24.455684106739916
R1203TS033_5,
R1203TS052_2,19.927201332516635
R1203TS063_3,10.480726733964081
R1203TS094_2,13.247378049506091
R1203TS110_2,7.943423377280562
R1203TS156_1,25.119778545697088
R1203TS159_2,31.725026598386712
R1203TS165_3,11.214062361832102
R1203TS167_2,32.45425722305263
R1203TS169_5,12.370106052224305
R1203TS183_5,16.07481942474576
R1203TS189_5,23.452325878495756
R1203TS208_1,4.344377306302125
R1203TS231_5,29.015150028703253
R1203TS235_2,46.417700332650796
R1203TS238_5,35.58199260804032
R1203TS241_3,50.06757192375187
R1203TS261_3,10.865278485979811
R1203TS267_1,19.023343958241558
R1203TS272_4,31.18893481248936
R1203TS276_1,30.573320933872697
R1203TS286_1,18.77191396937103
R1203TS294_1,31.08376234121895
R1203TS298_1,9.180010177749207
R1203TS304_3,50.06757192375187
R1203TS306_1,2.900433984869534
R1203TS317_4,10.622673730142376
R1203TS338_5,10.667279985606054
R1203TS358_2,11.546522020964483
R1203TS367_1,6.695457991726579
R1203TS369_2,40.369682690194466
R1203TS400_1,32.44978981132238
R1203TS403_1,2.645954454728853
R1203TS417_4,23.334468574605957
R1203TS423_1,9.180010177749207
R1203TS435_5,47.744766690807054
R1203TS448_1,20.49119922033367
R1203TS450_2,9.973654038967762
R1203TS456_2,13.305852170821552
R1203TS462_1,7.98117148062614
R1203TS481_5,10.611592223426818
