Model,Composite_Score_4
R1203TS006_3,39.51407040720041
R1203TS028_2,12.050140100451916
R1203TS033_5,
R1203TS052_4,19.95403989463084
R1203TS063_3,12.125101077858423
R1203TS094_3,9.28406323161316
R1203TS110_5,27.119082956801243
R1203TS156_4,15.793056539432172
R1203TS159_2,31.411350045820814
R1203TS165_5,24.23054444817182
R1203TS167_2,32.95477388800789
R1203TS169_2,16.198796870985696
R1203TS183_2,10.766696873175082
R1203TS189_1,11.437325794772695
R1203TS208_1,2.9900389484705547
R1203TS231_5,38.44956874489562
R1203TS235_5,37.17763334637744
R1203TS238_5,38.056185445387314
R1203TS241_2,35.0115323646076
R1203TS261_3,15.732457409200077
R1203TS267_3,23.228217362416366
R1203TS272_1,35.886203011548886
R1203TS276_1,33.61630071176748
R1203TS286_3,15.310601663922322
R1203TS294_1,31.994081864131932
R1203TS298_1,3.3020120948587732
R1203TS304_2,35.0115323646076
R1203TS306_1,6.350279051419512
R1203TS317_4,23.96861516212042
R1203TS338_3,14.472807535374539
R1203TS358_1,14.265932260769958
R1203TS367_1,9.138576433687616
R1203TS369_5,33.017549460343396
R1203TS400_1,35.24252595410528
R1203TS403_1,2.8563866923158505
R1203TS417_4,24.708227461936904
R1203TS423_1,3.3020120948587732
R1203TS435_5,33.405682687675764
R1203TS448_1,12.334973961126714
R1203TS450_4,8.85668101570625
R1203TS456_4,10.633873763474778
R1203TS462_1,19.695065383876106
R1203TS481_5,17.104464316586636
