Model,Composite_Score_3
R1203TS006_3,39.487048440201065
R1203TS028_2,12.050041065951374
R1203TS033_5,
R1203TS052_4,19.951886931293956
R1203TS063_3,12.124726707650577
R1203TS094_3,9.284062661098854
R1203TS110_5,27.117312418895757
R1203TS156_4,15.793005386973462
R1203TS159_2,30.139973093188633
R1203TS165_5,24.188144944693438
R1203TS167_2,31.965309104074993
R1203TS169_2,16.19879687092884
R1203TS183_2,10.752655631086999
R1203TS189_5,9.760194242894414
R1203TS208_1,2.980843305947397
R1203TS231_5,32.30336126700772
R1203TS235_5,34.475351931741145
R1203TS238_5,38.04812383161287
R1203TS241_2,34.045041720613185
R1203TS261_3,15.732454596280718
R1203TS267_3,23.228004785714557
R1203TS272_5,31.280875996784783
R1203TS276_1,32.900972969383325
R1203TS286_3,14.28494932989924
R1203TS294_1,31.74976998206938
R1203TS298_1,3.301040200888964
R1203TS304_2,34.045041720613185
R1203TS306_1,6.350220022340637
R1203TS317_4,23.315430623732734
R1203TS338_3,14.383867402573447
R1203TS358_1,14.265927663407425
R1203TS367_1,9.138533813801008
R1203TS369_5,31.896270603532578
R1203TS400_1,33.42062746747034
R1203TS403_1,2.845783949787924
R1203TS417_4,24.6679248330428
R1203TS423_1,3.301040200888964
R1203TS435_5,33.34139092545956
R1203TS448_1,12.128200753424963
R1203TS450_4,8.856674228070586
R1203TS456_4,10.348571620724817
R1203TS462_1,19.69306118929611
R1203TS481_5,16.85374925926619
